CustomerID,recency,frequency,monetary,avg_order_value,std_order_value,total_items,unique_products,avg_items_per_order,avg_days_between_orders,tenure_days,tenure_months,basket_diversity,spend_per_month,order_value_stability,is_uk,spend_trend_slope,monthly_spend_std,nlp_topic_1,nlp_topic_2,nlp_topic_3,cluster,segment,prob_Churning At-Risk,prob_Loyal High-Spenders,prob_Steady Mid-Value,prob_New Customers,predicted_clv
12347,2,7,4054.4,22.524444444444445,16.132335834161466,2194,101,12.188888888888888,60.833333333333336,367,12.056504599211562,14.428571428571429,336.28320435967305,0.7162145940580762,0,13.614642857142863,325.90010564150305,0.5003855726374726,0.08931247075986609,-0.11481861996148097,1,Loyal High-Spenders,0.0,1.0,0.0,0.0,2245.76
12348,75,4,1186.68,56.50857142857143,41.76459197522637,1468,15,69.9047619047619,94.0,358,11.76084099868594,3.75,100.90094748603353,0.7390841941212068,0,-59.12399999999999,195.11056019600784,0.2684236978188916,0.08836184673860471,-0.28031188421797376,1,Loyal High-Spenders,0.0,0.998,0.0,0.002,729.61
12349,19,1,1353.8,19.34,10.029096799248459,625,70,8.928571428571429,0.0,19,0.6241787122207622,70.0,2168.9301052631577,0.5185675697646566,0,0.0,0.0,0.6339320363346121,0.009591255449304354,-0.19798730124778546,2,New Customers,1.0,0.0,0.0,0.0,691.67
12350,310,1,294.4,18.4,5.214211349763262,196,16,12.25,0.0,310,10.183968462549277,16.0,28.908180645161288,0.2833810516175686,0,0.0,0.0,0.27974380763423085,0.010323973402118592,0.05280715990750375,0,Churning At-Risk,1.0,0.0,0.0,0.0,292.76
12352,36,7,1385.74,17.996623376623376,4.893414374224544,526,57,6.8311688311688314,43.333333333333336,297,9.756898817345597,8.142857142857142,142.02668552188553,0.2719073612764948,0,-2.682000000000002,103.95955475568371,0.4969023787510623,-0.10735437275885443,-0.14094357150117603,1,Loyal High-Spenders,0.0,1.0,0.0,0.0,1865.58
12353,204,1,89.0,22.25,12.215427404174878,20,4,5.0,0.0,204,6.701708278580814,4.0,13.280196078431374,0.5490079732213429,0,0.0,0.0,0.15179891372021637,-0.06852092473095049,-0.07284867591316,0,Churning At-Risk,1.0,0.0,0.0,0.0,133.99
12354,232,1,1028.55,18.70090909090909,8.908527182742196,527,55,9.581818181818182,0.0,232,7.621550591327201,55.0,134.95285344827587,0.47636866953558,0,0.0,0.0,0.5617370954691561,0.33624726702706825,-0.011620756779007492,2,New Customers,1.0,0.0,0.0,0.0,878.69
12355,214,1,459.4,35.33846153846154,29.70352219466962,240,13,18.46153846153846,0.0,214,7.030223390275952,13.0,65.34642990654206,0.8405437277551264,0,0.0,0.0,0.16840816858440893,-0.05951496528581537,-0.1338998636174395,0,Churning At-Risk,1.0,0.0,0.0,0.0,296.43
12356,23,3,2312.23,40.56543859649123,27.16955130486643,1557,52,27.31578947368421,151.0,326,10.709592641261498,17.333333333333332,215.90270306748468,0.6697709243359815,0,-857.0350000000001,729.0508104987532,0.5679243893201342,-0.01047948634782179,-0.34413661609538876,1,Loyal High-Spenders,0.0,0.0,0.0,1.0,1272.95
12357,33,1,5767.47,45.058359375,34.271549913997596,2563,128,20.0234375,0.0,33,1.0840998685939554,128.0,5320.0541454545455,0.7606035903076552,0,0.0,0.0,0.5363508361863054,-0.005099141999209301,-0.12410535806918488,2,New Customers,1.0,0.0,0.0,0.0,2788.93
12358,2,2,928.0600000000001,54.591764705882355,48.94966601460296,242,12,14.235294117647058,149.0,151,4.9605781865965834,6.0,187.08706225165565,0.8966492707887963,0,118.34000000000003,59.170000000000016,0.17133563850876807,0.010171340474953156,-0.025725657418548747,3,Steady Mid-Value,0.0,0.0,0.0,1.0,430.2
12359,58,4,4817.33,20.675236051502146,11.67231945378075,1597,204,6.854077253218884,91.33333333333333,332,10.90670170827858,51.0,441.6853168674699,0.5645555593515318,0,570.341,688.9969214871355,0.6028416069209948,0.04617881320053698,-0.06443849658137768,1,Loyal High-Spenders,0.0,0.0,1.0,0.0,3048.84
12360,52,3,2200.36,17.74483870967742,13.474732299488533,1150,104,9.274193548387096,74.0,201,6.603153745072273,34.666666666666664,333.22864875621894,0.7593606524098684,0,-16.849999999999966,245.43611814256042,0.5571746479389185,0.33971256035862135,-0.17306230554947205,1,Loyal High-Spenders,0.0,0.0,1.0,0.0,1247.35
12361,287,1,174.9,19.433333333333334,3.145631892005165,90,9,10.0,0.0,287,9.42838370565046,9.0,18.550369337979095,0.1618678503604716,0,0.0,0.0,0.32683512887204813,0.4209784227607978,0.12880591944290815,0,Churning At-Risk,1.0,0.0,0.0,0.0,188.32
12362,3,10,4508.46,18.40187755102041,6.970875517232255,2098,190,8.56326530612245,32.44444444444444,296,9.724047306176084,19.0,463.64027837837835,0.3788132758684567,0,44.90214285714287,323.3983278307883,0.6841649174516513,0.43897304551719396,-0.016751520493087133,1,Loyal High-Spenders,0.0,1.0,0.0,0.0,4477.53
12363,110,2,552.0,24.0,15.751238912311859,408,23,17.73913043478261,132.0,242,7.9500657030223385,11.5,69.43338842975207,0.6563016213463274,0,-46.20000000000002,23.10000000000001,0.4212735062835857,0.12352014094231686,-0.3658481935542861,3,Steady Mid-Value,0.0,0.003,0.997,0.0,490.49
12364,8,3,1143.3,14.29125,6.205004794008692,1319,69,16.4875,52.0,112,3.679369250985545,23.0,310.73260714285715,0.43418209002072544,0,-141.79999999999998,140.29008327984792,0.47231296128676076,0.19860564716367515,-0.32469347614347915,2,New Customers,0.0,0.0,1.0,0.0,988.14
12365,291,1,320.69,15.27095238095238,3.3306709605752194,173,21,8.238095238095237,0.0,291,9.559789750328514,21.0,33.54571683848798,0.21810499289681504,0,0.0,0.0,0.3267698046735692,-0.11456635618026077,-0.1753501818454761,0,Churning At-Risk,1.0,0.0,0.0,0.0,340.15
12367,4,1,138.3,15.366666666666667,6.1696839465243265,112,9,12.444444444444445,0.0,4,0.1314060446780552,9.0,1052.463,0.4014978707065722,0,0.0,0.0,0.31081123186556625,0.27817656695237547,0.05822577032142029,2,New Customers,1.0,0.0,0.0,0.0,188.32
12370,51,4,3141.53,19.27319018404908,15.792321298090583,1710,140,10.49079754601227,103.0,360,11.826544021024967,35.0,265.63381444444445,0.8193932165501411,0,-422.77,381.5076417175531,0.488007011038057,-0.13819046562631482,0.031494995504798715,1,Loyal High-Spenders,0.0,0.0,1.0,0.0,2158.77
12371,60,1,1527.96,24.644516129032258,13.351865182827128,582,62,9.387096774193548,0.0,60,1.9710906701708277,62.0,775.1850400000001,0.5417783458567514,0,0.0,0.0,0.36121604602465424,-0.032289036354727976,-0.011801093347920417,2,New Customers,1.0,0.0,0.0,0.0,619.26
12372,72,3,1196.04,24.408979591836733,16.71064783365409,788,33,16.081632653061224,112.0,297,9.756898817345597,11.0,122.58403232323234,0.684610668413306,0,-5.050000000000011,57.43798278723466,0.387121089961944,0.3144297615235428,-0.09829544773127348,3,Steady Mid-Value,0.0,0.99,0.01,0.0,735.23
12373,311,1,324.6,24.96923076923077,9.826697021836702,196,13,15.076923076923077,0.0,311,10.21681997371879,13.0,31.7711382636656,0.393552252877009,0,0.0,0.0,0.39085700227059095,0.5176275265975381,0.39519719783839297,0,Churning At-Risk,1.0,0.0,0.0,0.0,301.41
12374,25,1,589.03,19.000967741935483,9.122542538436937,337,31,10.870967741935484,0.0,25,0.8212877792378449,31.0,717.202928,0.48010936402482907,0,0.0,0.0,0.41797535077454445,-0.0815318669533296,-0.23458900498023186,2,New Customers,1.0,0.0,0.0,0.0,440.74
12375,11,2,377.5,25.166666666666668,14.77472101098295,176,13,11.733333333333333,87.0,98,3.219448094612352,6.5,117.2561224489796,0.5870750070589251,0,-3.0999999999999943,1.5499999999999972,0.368873716200304,0.5128901197251157,0.47539957287217866,2,New Customers,0.0,0.0,0.999,0.001,416.09
12377,315,2,1543.08,20.5744,14.039505096382543,918,70,12.24,39.0,355,11.662286465177397,35.0,132.3136766197183,0.6823773765642032,0,-459.9599999999999,229.97999999999996,0.41941182680132305,0.15152622343014155,-0.15961838341746723,3,Steady Mid-Value,0.0,0.0,1.0,0.0,1113.42
12378,130,1,3899.29,18.052268518518517,8.495067457587243,2238,216,10.36111111111111,0.0,130,4.270696452036794,216.0,913.0337507692308,0.4705817138091408,0,0.0,0.0,0.7506918327914943,0.21717460787944218,-0.15262185828852937,2,New Customers,1.0,0.0,0.0,0.0,3462.12
12379,82,2,777.24,20.453684210526315,11.787698677595982,402,38,10.578947368421053,88.0,170,5.5847568988173455,19.0,139.17168,0.5763117566628677,0,-52.43999999999994,26.21999999999997,0.5179680322179967,0.5126822985747236,0.13812416859031765,2,New Customers,0.0,0.0,1.0,0.0,660.77
12380,22,4,2278.11,23.01121212121212,21.079812969813098,1104,75,11.151515151515152,54.666666666666664,186,6.110381077529566,18.75,372.8261741935484,0.9160670397880246,0,37.727,123.74920734594627,0.5661871412692089,0.5679078441522246,0.3060668381443312,1,Loyal High-Spenders,0.0,0.0,1.0,0.0,1623.54
12381,5,5,1485.31,17.682261904761905,7.710493608687812,799,70,9.511904761904763,28.75,120,3.9421813403416555,14.0,376.7736366666667,0.4360581044561581,0,-243.663,397.89842054065764,0.5817535430918174,0.05957655759056056,-0.35777766067044886,1,Loyal High-Spenders,0.0,0.0,1.0,0.0,1556.12
12383,185,5,1564.72,17.007826086956523,9.928635777838883,1274,82,13.847826086956522,41.75,352,11.563731931668856,16.4,135.31271818181818,0.583768656092577,0,-136.07,199.5422953260787,0.5386630314867614,0.21955980807353315,-0.2644631008033601,1,Loyal High-Spenders,0.0,0.002,0.998,0.0,1825.42
12384,29,2,425.27000000000004,17.010800000000003,4.231994132006014,122,25,4.88,92.0,122,4.0078843626806835,12.5,106.10835081967214,0.24878278105709395,0,-0.10999999999998522,0.05499999999999261,0.4964273720908244,0.12051937441780411,-0.15009267269407175,2,New Customers,0.0,0.0,1.0,0.0,589.49
12386,338,2,401.9,40.19,22.821064830546362,354,10,35.4,29.0,367,12.056504599211562,5.0,33.33470299727521,0.5678294309665679,0,-115.89999999999998,57.94999999999999,0.25464799285313816,0.032939403546535836,-0.11659211222075447,0,Churning At-Risk,0.0,0.0,0.0,1.0,321.11
12388,16,6,2762.42,27.903232323232324,16.90062816295945,1366,57,13.797979797979798,62.2,327,10.74244415243101,9.5,257.15004525993885,0.6056871106250988,0,56.602857142857154,300.52163719476545,0.5512097224968976,-0.14935897759688854,-0.2147915284795594,1,Loyal High-Spenders,0.0,1.0,0.0,0.0,1738.11
12390,80,1,470.94,16.239310344827587,5.328187799024625,348,29,12.0,0.0,80,2.628120893561104,29.0,179.19267,0.32810431513932586,0,0.0,0.0,0.39932153212272825,0.26913187358277185,-0.2771347033219425,2,New Customers,1.0,0.0,0.0,0.0,545.55
12391,22,1,437.22,4.507422680412372,5.44977795387698,267,89,2.752577319587629,0.0,22,0.7227332457293035,89.0,604.953490909091,1.2090674295001762,0,0.0,0.0,0.46928277980100797,0.033477199744222835,-0.07197061262616572,2,New Customers,1.0,0.0,0.0,0.0,784.07
12393,72,4,1582.6000000000001,24.728125000000002,18.045403220237354,816,47,12.75,86.66666666666667,333,10.939553219448094,11.75,144.66769969969974,0.7297521838084106,0,-58.99999999999999,89.05954312830389,0.4825830708708943,0.49312170758354956,0.21136366100560605,1,Loyal High-Spenders,0.0,1.0,0.0,0.0,1116.0
12394,64,2,629.92,27.38782608695652,30.385469457459394,296,23,12.869565217391305,153.0,217,7.128777923784494,11.5,88.36297142857143,1.1094516724688313,0,-72.23999999999995,36.119999999999976,0.3814917107857162,0.2555306417133366,-0.18707761534864603,3,Steady Mid-Value,0.0,0.0,1.0,0.0,490.49
12395,19,12,2633.56,18.6777304964539,12.244954725973253,2048,87,14.52482269503546,31.90909090909091,371,12.187910643889618,7.25,216.0796938005391,0.6555911452035377,0,6.732380952380957,192.75944425630615,0.53056972838044,0.3783652565060434,-0.08625796318743224,1,Loyal High-Spenders,0.0,1.0,0.0,0.0,3808.9
12397,36,2,2096.25,17.46875,12.104749436835585,1243,105,10.358333333333333,99.0,135,4.434954007884363,52.5,472.66555555555556,0.6929373559548099,0,80.03000000000009,40.01500000000004,0.5609395740925179,0.309851131703325,-0.23519913016002403,2,New Customers,0.0,0.0,1.0,0.0,1225.34
12398,46,1,1435.66,17.091190476190476,10.52770818029958,1389,84,16.535714285714285,0.0,46,1.5111695137976346,84.0,950.0324,0.6159727840471733,0,0.0,0.0,0.5424467995966141,0.23029113529857004,-0.26407754762187413,2,New Customers,1.0,0.0,0.0,0.0,881.92
12399,119,4,1033.65,18.793636363636367,10.728113009947684,1173,46,21.327272727272728,47.333333333333336,262,8.607095926412615,11.5,120.09277099236643,0.570837532575942,0,-57.11100000000001,124.37783431443886,0.5363122208659632,0.32212147784652495,-0.13605624028989366,1,Loyal High-Spenders,0.0,0.818,0.182,0.0,1058.4
12401,303,1,69.3,17.325,6.141457481738354,10,4,2.5,0.0,303,9.95400788436268,4.0,6.962019801980198,0.3544852803312181,0,0.0,0.0,0.16680043907495987,-0.006852485959137553,-0.06970615298809743,0,Churning At-Risk,1.0,0.0,0.0,0.0,133.99
12402,323,1,195.6,19.56,6.865566254869297,92,10,9.2,0.0,323,10.611038107752956,10.0,18.4336346749226,0.3510003197785939,0,0.0,0.0,0.3833589048751525,0.43148882469742245,0.2650350361739161,0,Churning At-Risk,1.0,0.0,0.0,0.0,195.43
12403,50,1,225.70000000000002,75.23333333333333,61.817014917685356,54,3,18.0,0.0,50,1.6425755584756898,3.0,137.40616000000003,0.8216705571690566,0,0.0,0.0,0.16572855242351459,0.0463427287417226,0.031561952327390244,0,Churning At-Risk,1.0,0.0,0.0,0.0,126.27
12405,149,1,1390.39,26.233773584905663,15.34658872473658,849,53,16.0188679245283,0.0,149,4.894875164257556,53.0,284.050144966443,0.5849935646912295,0,0.0,0.0,0.5072716058789521,0.19200820761525886,-0.3122857436029537,2,New Customers,1.0,0.0,0.0,0.0,633.45
12406,22,2,3415.3,32.52666666666667,23.678103145939364,1818,92,17.314285714285713,161.0,184,6.044678055190539,46.0,565.0094130434783,0.7279597195923149,0,172.79999999999995,86.39999999999998,0.5771397532088361,0.2437863529111946,-0.20890407576736414,1,Loyal High-Spenders,0.0,0.0,1.0,0.0,1357.07
12407,50,5,1417.2,20.245714285714286,12.841304684654935,1107,55,15.814285714285715,53.5,264,8.672798948751643,11.0,163.40745454545456,0.6342727405629731,0,62.219999999999985,201.33472974129427,0.4325568455718728,0.11654946878474637,-0.36390206151163007,1,Loyal High-Spenders,0.0,0.997,0.003,0.0,1489.11
12408,33,5,2511.09,25.88752577319588,23.18169311973925,1337,76,13.783505154639176,56.75,260,8.541392904073588,15.2,293.99069076923075,0.8954773554968986,0,3.8170000000000073,41.4808928152469,0.5208665497062067,0.47585019668632006,0.12734428651486812,1,Loyal High-Spenders,0.0,1.0,0.0,0.0,1746.32
12409,79,3,7300.37,81.11522222222222,36.15798220194754,4429,77,49.21111111111111,51.5,183,6.011826544021025,25.666666666666668,1214.3347693989072,0.44576074886276706,0,-2022.5899999999997,1011.2949999999998,0.5992599599896438,0.12491894768570944,-0.09995734298274303,1,Loyal High-Spenders,0.0,0.0,0.0,1.0,4900.02
12410,309,2,533.33,21.3332,7.655535426517643,207,25,8.28,0.0,309,10.151116951379763,12.5,52.53904595469257,0.35885546596467677,0,0.0,0.0,0.35196943572178274,-0.08008252671911902,-0.06554826686250735,0,Churning At-Risk,0.0,0.0,1.0,0.0,389.52
12412,75,3,1142.88,19.7048275862069,12.584215850272244,824,42,14.206896551724139,47.0,169,5.551905387647832,14.0,205.85365207100594,0.6386361816776828,0,-86.18,72.17636362873006,0.39810237307247925,0.15409486257279845,-0.08539162523926243,2,New Customers,0.0,0.0,1.0,0.0,790.56
12413,67,3,656.15,18.747142857142858,8.722072598881992,281,27,8.028571428571428,135.0,337,11.070959264126149,9.0,59.26767359050446,0.4652481002223115,0,-109.55,130.337014014524,0.5302642351605895,0.3982640895649438,0.09439032210893628,3,Steady Mid-Value,0.0,0.946,0.054,0.0,673.09
12414,217,3,434.85,31.060714285714287,19.75383291503613,261,14,18.642857142857142,46.5,310,10.183968462549277,4.666666666666667,42.699464516129034,0.6359748437633801,0,9.825000000000003,41.68530916282139,0.3031955108185944,0.07875207623945696,-0.14090486852777864,0,Churning At-Risk,0.0,0.003,0.003,0.994,486.41
